TrialID,Title,Phase,Status,Enrollment
NCT03228511,"Endoscopic-assisted Microsurgical Removal of Cerebellopontine Angle Lesions",NA,UNKNOWN,1
NCT02119611,"Deep Brain Stimulation Therapy in Movement Disorders",NA,RECRUITING,300
NCT00089011,"Tacrolimus and Mycophenolate Mofetil in Preventing Graft-Versus-Host Disease in Patients Who Have Undergone Total-Body Irradiation With or Without Fludarabine Phosphate Followed by Donor Peripheral Blood Stem Cell Transplant for Hematologic Cancer",PHASE2,COMPLETED,150
NCT06365411,"GEnomic Medicine in Kidney Transplantation Study",N/A,NOT_YET_RECRUITING,1000
NCT05194111,"Treating Heart Dysfunction Related to Cancer Therapy With Sacubitril/Valsartan",PHASE1 PHASE2,RECRUITING,53
NCT06738511,"Validation of a Molecular Signature for Early Detection of Colorectal Cancer",NA,COMPLETED,3421
NCT00005411,"Study of Children's Activity and Nutrition (SCAN)--Extended Analyses",N/A,COMPLETED,N/A
NCT02598011,"A Study of the Safety of Toca 511  a Retroviral Replicating Vector  Combined With Toca FC in Subjects With Newly Diagnosed High Grade Glioma Receiving Standard of Care",PHASE1,WITHDRAWN,N/A
NCT03480971,"Treatment of Radiation and Cisplatin Induced Toxicities with Tempol",PHASE2,RECRUITING,120
NCT03516071,"A Phase 2 Study of Brivanib in Chinese Patients With Previously Treated Advanced HCC",PHASE2,COMPLETED,90
NCT03543371,"Neuropsychological Outcome After Cardiac Arrest",N/A,COMPLETED,200
NCT00119171,"Ispinesib In Combination With Capecitabine In Patients With Solid Tumors",PHASE1,COMPLETED,30
NCT01902771,"Dendritic Cell Vaccine Therapy With In Situ Maturation in Pediatric Brain Tumors",PHASE1,TERMINATED,1
NCT00665171,"Whole Genome Analysis for the Detection of Key Genes in the Polycystic Ovary Syndrome",N/A,UNKNOWN,1500
NCT03842371,"Metabolism of Branched-chain Amino Acids in Monocyte/Macrophage During Sepsis",N/A,UNKNOWN,90
NCT01085071,"Comparison of Two Potassium Targets Within the Normal Range in Intensive Care Patients",PHASE4,COMPLETED,1225
NCT02988271,"Meditation Therapy in Improving Anxiety and Depression in Cancer Patients With Psychosocial Distress",NA,ACTIVE_NOT_RECRUITING,35
NCT01715844,"L-Citrulline Supplementation Pilot Study for Overweight Late Onset Asthmatics",PHASE1,COMPLETED,10
NCT04644471,"Comparison Between Ultra-low-dose Computed Tomography and Lung MRI in Cystic Fibrosis",NA,COMPLETED,185
NCT03084471,"An Open-Label  Multi-Centre  Study to Assess the Safety of Fixed-Dose Durvalumab + Tremelimumab Combination Therapy or Durvalumab Monotherapy in Advanced Solid Malignancies.",PHASE3,COMPLETED,867
NCT02139644,"Study of Fluticasone Propionate MDPI Compared With Fluticasone/Salmeterol MDPI in Adolescent and Adult Patients With Persistent Asthma",PHASE3,COMPLETED,787
NCT01598844,"JUPITER Study: Transapical Aortic Valve Implantation for Aortic Regurgitation",N/A,COMPLETED,210
NCT07376044,"RUSH Food is Medicine Veggie Rx - GusNIP Produce Prescription",NA,NOT_YET_RECRUITING,400
NCT05154344,"RW Effectiveness of Capmatinib in Advanced MET-dysregulated NSCLC Included in the French Compassionate Use Program (ATU)",N/A,COMPLETED,182
NCT00830544,"Study of Neoadjuvant Chemotherapy of Breast Cancer",PHASE2,UNKNOWN,54
NCT00597844,"Improving Functional Outcomes in Patients With Unilateral Vocal Cord Paralysis: Assessment of Adaptation Using Functional Magnetic Resonance Imaging",NA,COMPLETED,20
NCT01371344,"A Paediatric  Open  Follow up Study With Modigraf Examining Safety and Efficacy in de Novo Allograft Recipients",PHASE4,TERMINATED,47
NCT04032834,"A Comparison of VR647 and Conventionally Nebulized Budesonide in Healthy Volunteers and Adult Asthma Subjects",PHASE1,COMPLETED,34
NCT06167434,"Future Cardia™ Insertable Cardiac Monitor in Subjects With Paroxysmal Atrial Fibrillation (First-in-Human Study)",NA,ACTIVE_NOT_RECRUITING,30
NCT02822534,"The Pharmacokinetics and Pharmacodynamics Study of Single and Multiple Dose of SP2086 in Type 2 Diabetes Patients",PHASE1,UNKNOWN,24
NCT03524534,"The Heart Failure Readmission Intervention by Variable Early Follow-up (THRIVE) Study",NA,COMPLETED,2091
NCT06375434,"Correlation Between Gut Microbiota and Radiosensitivity of Rectal Cancer",N/A,NOT_YET_RECRUITING,100
NCT03148834,"Dextran Use for Primary Angioplasty Protection in Acute Myocardial Infarction",NA,UNKNOWN,100
NCT04814134,"Cardionomic STOP-ADHF Study",NA,COMPLETED,59
NCT05848934,"Research on the Relationship Between Cognitive Function Changes and Cerebrovascular Health in Patients With Coronary Heart Disease",N/A,UNKNOWN,100
NCT03683134,"A Mediterranean Diet Nutrition Education Program for the Reduction of Cardiovascular Disease Risk in the Southeastern U.S.",NA,COMPLETED,58
NCT04503434,"Patients' Experiences in a Medicalized Hotel for COVID-19 Acute Care Support",N/A,COMPLETED,517
NCT03888534,"Intravenous Ixazomib in Pediatric Participants With Relapsed or Refractory Acute Lymphoblastic Leukemia (ALL) or Lymphoblastic Lymphoma (LLy)",PHASE1,WITHDRAWN,N/A
NCT00468234,"Validation of Biomarkers of Exposure and Host Response",NA,COMPLETED,60
NCT02223234,"Guelph Family Health Study: Pilot Study",NA,COMPLETED,44
NCT06345534,"FAST-FORWARD vs HAI5",NA,RECRUITING,740
NCT03520634,"PD-L1 PET Imaging in Melanoma Patients",NA,COMPLETED,10
NCT06456164,"IntraCERvical Balloon Catheter in the Setting of Induction of Labor for Fetal Loss or Abortion",NA,WITHDRAWN,N/A
NCT05431764,"Whole-target Consolidation Therapy Under Systemic Therapy for Oligometastatic Nasopharyngeal Carcinoma",PHASE2,RECRUITING,38
NCT04014764,"Collect and Assess Tissue Samples From Subjects With Hematologic Malignancy",N/A,COMPLETED,119
NCT04892264,"Belantamab Mafodotin  Lenalidomide  and Daratumumab for the Treatment of Relapsed  Refractory  or Previously Untreated Multiple Myeloma",PHASE1,TERMINATED,5
NCT04756609,"Systematic Offer of Nurse-Driven Screening for COVID-19 in Emergency Departments in the Paris Metropolitan Area  DEPIST-COVID",NA,COMPLETED,138352
NCT04109209,"Psychological Intervention For Brain Tumor Caregivers",NA,COMPLETED,120
NCT00003909,"Motexafin Gadolinium Plus Radiation Therapy in Treating Children With Newly Diagnosed Brain Stem Glioma",PHASE1,COMPLETED,24
NCT00361309,"SU011248 in Advanced Hepatocellular Carcinoma",PHASE2,COMPLETED,34
NCT04367909,"A Study of TC(Docetaxel and Carboplatin) Regimen With or Without Nimotuzumab in Recurrent Metastatic Oral Squamous Cell Carcinoma",PHASE2,UNKNOWN,68
NCT00942409,"Study of Repeat Intranodal Injections of Ad-ISF35",PHASE2,TERMINATED,5
NCT03012009,"Laser Assisted Drug Delivery in the Treatment of Superficial Non Melanoma Skin Cancer: a Randomized Controlled Trial",NA,COMPLETED,16
NCT03479099,"Liquid Biopsy in Lung Cancer",N/A,COMPLETED,111
NCT00797199,"Monitoring of Breast Tissue Change Due to Hormone Replacement Therapy in Post-menopausal Women Using OBS",N/A,COMPLETED,14
NCT02494999,"A Phase III Clinical Trial of a 13-valent Pneumococcal Conjugate Vaccine in Healthy Infants",PHASE3,COMPLETED,1200
NCT04825899,"Gene Abnormalities and Prognosis in Diffuse Large B-cell Lymphoma",N/A,UNKNOWN,100
NCT04174599,"Study to Compare the Efficacy and Safety of F-627 and GRAN®",PHASE3,COMPLETED,242
NCT02671799,"Evaluation of the Minimally Invasive VenTouch™ System in the Treatment of Functional Mitral Valve Regurgitation (FMR)",NA,UNKNOWN,15
NCT00021099,"Ixabepilone in Treating Patients With Advanced Urinary Tract Cancer",PHASE2,COMPLETED,45
NCT07182799,"Starring Optical Coherence Tomography During Percutaneous Coronary Intervention Guidance",N/A,ACTIVE_NOT_RECRUITING,3200
NCT01901432,"A Two-part Study to Assess the Safety and Preliminary Efficacy of Givinostat in Patients With Polycythemia Vera",PHASE1 PHASE2,COMPLETED,48
NCT05871632,"The China CardioMyopathy Registry Study",N/A,NOT_YET_RECRUITING,5000
NCT00221832,"Molecular Genetic Screening and Identification of Congenital Arrhythmogenic Diseases",N/A,UNKNOWN,300
NCT01777932,"AVAREG Study: An Observational Study of Avastin (Bevacizumab) in Patients With Metastatic Breast Cancer",N/A,COMPLETED,220
NCT04873141,"Tocilizumab and Cytokine Release Syndrome (CRS) In Covid-19 Pneumonia",N/A,COMPLETED,24
NCT00003641,"High-Dose Interferon Alfa in Treating Patients With Stage II or Stage III Melanoma",PHASE3,ACTIVE_NOT_RECRUITING,1150
NCT05611541,"The Effect of Model-Based PMR Training on Anxiety and Blood Sugar Levels to Women With Gestational Diabetes",NA,COMPLETED,68
NCT05122741,"Modulation of Fibrosis-inducing Pathways in Acute Myocardial Infarction",N/A,UNKNOWN,50
NCT04368741,"Nutrition Product Combine With Continuous Glucose Monitoring in Gestational Diabetes Mellitus Patients",NA,UNKNOWN,60
NCT05595954,"Impact of Personalised Cardiac Anaesthesia and Cerebral Autoregulation on Neurological Outcomes in Patients Undergoing Cardiac Surgery",N/A,RECRUITING,500
NCT03008954,"Effect of GSP3 on Body Weight in Overweight and Obese Subjects",NA,COMPLETED,128
NCT05182554,"COVID-19 Messaging for Vaccination",NA,COMPLETED,6
NCT06491654,"Physiotherapy Program Impact on Breast Cancer-Related Lymphedema",NA,SUSPENDED,21
NCT05628454,"Comparison of Three Different Puncture Techniques in EBUS-TBNA",NA,COMPLETED,75
NCT05855954,"Application of CLCVP Technique in Early Intervention of CSA-AKI",NA,RECRUITING,200
NCT06026254,"A Rollover Study for Subjects Who Completed Participation in IMSA101-101 Trial",PHASE1,ACTIVE_NOT_RECRUITING,2
NCT04221854,"Stool-based SDC2 DNA Methylation Test for the Detection of Colorectal Advanced Adenomatous Polyps and Cancer",NA,UNKNOWN,50000
NCT01491854,"Long-term Safety Follow-up After Growth Hormone Treatment of Short Children Born Small for Gestational Age",NA,TERMINATED,130
NCT05888454,"Integrative Group Program for Type 2 Diabetes Mellitus (T2DM)",NA,UNKNOWN,120
NCT04482205,"Covid -19 Pandemic: Economic Burden on Patients Operated for Traumatic Close Fractures",N/A,COMPLETED,840
NCT04792905,"Exploratory Study of Apple Watch Electrocardiographic Diagnostic Performance Enhanced by an Artificial Intelligence Algorithm",N/A,COMPLETED,200
NCT02853305,"Study of Pembrolizumab With or Without Platinum-based Combination Chemotherapy Versus Chemotherapy Alone in Urothelial Carcinoma (MK-3475-361/KEYNOTE-361)",PHASE3,COMPLETED,1010
NCT00079105,"A Phase II Study VEPEMB In Patients With Hodgkin's Lymphoma Aged ≥ 60 Years",PHASE2,COMPLETED,175
NCT06181305,"Endometrial Preparation in Frozen Embryo Transfer Cycles",PHASE4,UNKNOWN,210
NCT06265805,"Effect of Different Feeding Modes on Psychological Condition and Experience in Stroke Patients",NA,RECRUITING,80
NCT04568694,"Planned Semi-Elective Lung Transplantation Using 10C Cold Static Preservation",NA,COMPLETED,1
NCT05357794,"Effectiveness of Concurrent Ultra-Low-Dose Total-Skin Electron Beam Therapy and Brentuximab Vedotin Given Quarterly Over 12 Months for Patients With Mycosis Fungoides",PHASE2,RECRUITING,30
NCT01652794,"Carboplatin  Gemcitabine Hydrochloride  and Stereotactic Body Radiation Therapy in Gynecological Cancer",PHASE1,COMPLETED,12
NCT03319394,"The First 20 Fire Academy Recruits Exercise Training Program",NA,COMPLETED,13
NCT06480994,"Exclusion of Venous Thrombo-Embolism With a New Clinical Decision Support",N/A,RECRUITING,1836
NCT07258394,"Clinical Study for Dimethyl Fumarate in Preserving Islet β-Cell Function in Type 1 Diabetes Mellitus",PHASE3,RECRUITING,90
NCT01842594,"A Phase II Trial of Combined Hydroxychloroquine and Sirolimus in Soft Tissue Sarcoma",PHASE2,TERMINATED,13
NCT06217094,"Study of NP-101 in Patients With Unresectable Hepatocellular Carcinoma (HCC) Undergoing Y-90 Treatment",PHASE1,WITHDRAWN,N/A
NCT02075866,"Finnish Genetic Study for Arrhythmic Events",N/A,UNKNOWN,8000
NCT00073866,"Combination Chemotherapy and Celecoxib in Treating Patients With Advanced Non-Small Cell Lung Cancer",PHASE1 PHASE2,COMPLETED,N/A
NCT04296266,"Human Salivary Gland Disposition of Alda-341 in Patients Undergoing Salivary Gland Surgery",EARLY_PHASE1,COMPLETED,10
NCT06530056,"Costovertebral Mobilization on Kyphotic Posture and Lung Function in Non-Smoker",NA,RECRUITING,44
NCT06088056,"A Phase II Study of T-DXd Plus SRT in HER2-positive Breast Cancer Brain Metastases",PHASE2,NOT_YET_RECRUITING,17
NCT05733156,"Abscopal Effect from the Low-dose Radiotherapy in Polymetastatic Cancer Patients Receiving Stereotactic Radiotherapy",NA,RECRUITING,52
NCT04732156,"Detection of ISUP≥2 Prostate Cancers Using Multiparametric MRI: Prospective Multicenter Comparison of the PI-RADS Score and an Artificial Intelligence System",NA,RECRUITING,420
NCT04941456,"Does Endurance Improve With the Use of Passy-Muir Valve for Patients With Tracheostomy?",NA,COMPLETED,26
NCT04118556,"Decidua Stroma Cells for Steroid Resistent Acute Graft-versus-host Disease After Allo-HSCT",PHASE2,RECRUITING,50
NCT06840522,"The Importance of Tailored Education And Device Handling for Asthmatic Patients",N/A,NOT_YET_RECRUITING,250
NCT05341622,"Mailed FIT Outreach 2022",NA,COMPLETED,5460
NCT04426422,"Effect of Metformin on Gut Microbiota Changes and Glycemic Control of Newly Diagnosed Type 2 Diabetes",PHASE4,COMPLETED,52
NCT02661022,"SL-401 in Combination With Pomalidomide and Dexamethasone in Relapsed or Relapsed and Refractory Multiple Myeloma",PHASE1 PHASE2,TERMINATED,9
NCT05192122,"Free From Maintenance Drug Therapy in Multiple Myeloma (The FREEDMM Trial) for Minimal Residual Disease (MRD",PHASE1,RECRUITING,50
NCT00769522,"FCR or BR in Patients With Previously Untreated B-Cell Chronic Lymphocytic Leukemia",PHASE3,COMPLETED,564
NCT07131722,"Study to Determine Optimal Dose  Evaluate the Efficacy and Safety of PRG-N-01 in Patients With Neurofibromatosis Type II",PHASE1 PHASE2,NOT_YET_RECRUITING,25
NCT04530422,"Efficacy of Sofosbuvir Plus Ledipasvir in Egyptian Patients With COVID-19 Compared to Standard Treatment",PHASE3,COMPLETED,250
NCT03235622,"Women Health Cohort for Breast  Bone and Coronary Artery Disease",N/A,COMPLETED,2100
NCT06230822,"Safety  Tolerability and Efficacy of VUM02 Injection in Treatment of Idiopathic Pulmonary Fibrosis (IPF)",PHASE1,RECRUITING,9
NCT04773522,"A Study of JNJ-64407564 in Japanese Participants With Relapsed or Refractory Multiple Myeloma",PHASE1,COMPLETED,15
NCT00643851,"An Efficacy & Safety Study of BMS-512148 in Combination With Metformin Extended Release Tablets",PHASE3,COMPLETED,994
NCT07302451,"REDI-CaP(Recovery of Erectile Dysfunction Induced in Prostate Cancer Patients)",PHASE2,ACTIVE_NOT_RECRUITING,50
NCT05417451,"Multi-Omics Study of the Effect and Mechanisms of Acupuncture on Psychoneurological Symptoms Among Breast Cancer Survivors",PHASE2,COMPLETED,46
NCT06398951,"HFNC vs Two Nare HFNC in Extubated Patients",NA,UNKNOWN,50
NCT00482729,"MK0431A Comparative Study in Patients With Type 2 Diabetes (0431A-079)(COMPLETED)",PHASE3,COMPLETED,1246
NCT02336529,"Nerveblocks for Persistent Pain After Breast Cancer Surgery",PHASE3,UNKNOWN,48
NCT03128229,"Diabetic Kidney Alarm (DKA) Study",N/A,COMPLETED,41
NCT07297329,"A Study to Evaluate the Safety and Efficacy of SCTC21C in Combination With Bortezomib  Lenalidomide and Dexamethasone in Patients With Newly Diagnosed Multiple Myeloma Not Eligible for Transplant",PHASE3,RECRUITING,292
NCT05424029,"Extracellular Vesicles and Particles (EVP) as Biomarkers of Recurrence in Non-Small Cell Lung Cancer",N/A,RECRUITING,200
NCT00004229,"Endostatin in Treating Patients With Advanced Solid Tumors",PHASE1,COMPLETED,30
NCT05504629,"Interindividual Postexercise Hypotension Response in Morbid Obesity",NA,COMPLETED,40
NCT07322731,"The Effect of Massage on Sleep Quality  Stress  Comfort  and Vital Signs in Preterm Infants",NA,RECRUITING,40
NCT03232931,"Trial to Improve Multisensory Neural Processing  Language & Motor Outcomes in Preterm Infants",NA,COMPLETED,248
NCT01180231,"Study of the Effect of Moxonidine and Diet on Sympathetic Functions in Young Adults With Obesity",PHASE4,UNKNOWN,77
NCT03425331,"Biomarkers of Response to Ipilimumab and Nivolumab in First-line NSCLC",PHASE2,TERMINATED,5
NCT01147237,"Xience/Promus for Long Coronary Lesion Registry",PHASE4,UNKNOWN,450
NCT00053937,"Pirfenidone in Treating Young Patients With Neurofibromatosis Type 1 and Plexiform Neurofibromas",PHASE1,COMPLETED,N/A
NCT05116137,"The Impact of Resistance ExerciSe on Muscle Mass in GlioblaSToma Survivors",NA,ENROLLING_BY_INVITATION,24
NCT00580437,"Pre-operative Evaluation of Kidney & Pancreas Transplant Patients",NA,COMPLETED,150
NCT01901237,"Yoga for Adolescent and Young Adult Non-Curative Cancer Patients",NA,COMPLETED,5
NCT06141837,"Pseudomonas Aeruginosa Infections Among COVID-19 Patients in Intensive Care Units at CHRU of Nancy (Pyo-COVID-3)",N/A,COMPLETED,51
NCT06234137,"A Prospective  Open  Multicenter Single-arm Clinical Studie of Docetaxel  Carboplatin Combined With Inetetamab and Pyrotinib in the Treatment of Local-advanced HER2-positive Breast Cancer",NA,RECRUITING,154
NCT00549445,"Effect of Macrolide Antibiotics on Airway Inflammation in People With Chronic Obstructive Pulmonary Disease (COPD)",N/A,COMPLETED,53
NCT01238445,"Assessing Response to Albuterol in Bronchiolitis",N/A,COMPLETED,29
NCT06359145,"Prediction of COPD Severity Using Electrical Impedance Tomography",N/A,RECRUITING,150
NCT05813145,"Fenofibrate Role in Breast Cancer Patients",NA,COMPLETED,50
NCT01135745,"Deep Brain Stimulation for Obsessive Compulsive Disorder (OCD PMCF)",PHASE4,COMPLETED,32
NCT00527345,"Children's Exposures/Health Effects/Diesel Exhaust",N/A,COMPLETED,450
NCT03185845,"The Appropriate Anticoagulation Duration for Chronic Obstructive Pulmonary Disease With Pulmonary Thromboembolism",NA,UNKNOWN,392
NCT04034745,"Open Label Study to Analyze the Effect of Telotristat Ethyl on Weight Regulation/Gain",N/A,WITHDRAWN,N/A
NCT06144645,"A Clinical Evaluation of Non-Invasive Vagus Nerve Stimulation for Temper Outbursts in People With PWS",PHASE3,RECRUITING,102
NCT01504945,"Red Blood Cell Transfusion in Patients With Coronary Artery Disease (CAD)",PHASE1 PHASE2,TERMINATED,60
NCT00571272,"Longitudinal Study of Genetic Causes of Intrahepatic Cholestasis (LOGIC)",N/A,SUSPENDED,1675
NCT04523272,"A Study of TQB2450 Injection Combined With Anlotinib Hydrochloride Capsule Versus Sunitinib in Subjects With Advanced Renal Cancer",PHASE3,ACTIVE_NOT_RECRUITING,528
NCT06518772,"The Effect of Hot Perfoming on the Soles of the Feet in the First Stage of Labor on Labor",NA,COMPLETED,60
NCT05563272,"89Zr-girentuximab for PET Imaging of CAIX Positive Solid Tumors",PHASE2,TERMINATED,11
NCT00339872,"Study Evaluating IMA-638 in Asthma",PHASE1,COMPLETED,N/A
NCT05721872,"Efficacy  Tolerability and Safety of Intravenous D-VC With ATO in Patients With Advanced/Metastatic Colorectal Cancer",PHASE1 PHASE2,UNKNOWN,38
NCT01898572,"Carotid Atherosclerosis In Newly Diagnosed Type 2 Individuals",N/A,UNKNOWN,200
NCT01923272,"Non-Invasive Neurostimulation of the Vagus Nerve With the AlphaCore Device for the Relief of EIB",NA,WITHDRAWN,N/A
NCT00052572,"Ixabepilone in Treating Patients With Relapsed or Refractory Lymphoproliferative Disorders",PHASE2,COMPLETED,35
NCT00849095,"Prn Budesonide/Formoterol Versus Regular Budesonide/Formoterol Plus Prn Terbutaline in Mild-Moderate Asthma",PHASE3,COMPLETED,860
NCT05622695,"Non-invasive Pulmonary Artery Prediction",N/A,UNKNOWN,25
NCT03391895,"The Effect of the Inspiratory Muscle Training on Respiratory Parameters and Functional Capacity in Idiopathic Scoliosis",NA,COMPLETED,34
NCT00005095,"Specimen and Data Study for Ovarian Cancer Early Detection and Prevention",N/A,RECRUITING,6000
NCT06706895,"A Single-arm  Single-center Phase II Clinical Study on the Clinical Efficacy and Safety of Paclitaxel Polymeric Micelles for Injection Combined With Fruquintinib Capsules in the Second-line Treatment of Patients With Advanced Gastric Cancer",PHASE2,NOT_YET_RECRUITING,21
NCT00817895,"Intraoperative Chemotherapy Against Hepatocellular Carcinoma Recurrence",NA,COMPLETED,150
NCT02914795,"Platelet Function in Resuscitated Patients",N/A,COMPLETED,99
NCT00881439,"Safety and Efficacy Study of Add On Aliskiren in Patients With Heart Failure and Renal Impairment",PHASE2,TERMINATED,41
NCT04899739,"Intraoperative Endoscopic Ultrasound for Pancreatic Cancer",NA,RECRUITING,45
NCT02007239,"Tocilizumab and Hemophagocytic Lymphohistiocytosis (HLH)",PHASE2,WITHDRAWN,N/A
NCT00583739,"Yoga to Reduce Cancer Fatigue",PHASE2,COMPLETED,66
NCT05730777,"Correlation Between Myocardial Injury and Intestinal Flora Changes Associated With Oncology Drug Therapy and the Preventive of Probiotics",PHASE4,UNKNOWN,200
NCT05028777,"Cohort of Patients With Left Ventricular Thrombus: Management and Outcomes in the Direct Oral Anticoagulants Era",N/A,RECRUITING,550
NCT06493877,"Respiratory Rehabilitation Based on Eccentric Exercice on Treadmill After Thoracic Surgery",NA,RECRUITING,57
NCT03646877,"Mechanisms of Ozone-Induced Alterations in Efferocytosis and Phagocytosis",PHASE1,COMPLETED,22
NCT00299377,"Abciximab i.v. Versus i.c. in Primary PCI Patients With STEMI",PHASE2 PHASE3,COMPLETED,150
NCT04521777,"Studying Changes in Physical Function Measures in Stem Cell Transplant Patients at Risk for Steroid Myopathy",NA,TERMINATED,24
NCT01717677,"Evaluation of Four Treatment Modalities in Prostate Cancer With Low or "Early Intermediate" Risk",NA,TERMINATED,457
NCT00925977,"Treatment Satisfaction of Insulin Glargine Plus Insulin Apidra Compared With NPH Insulin Plus Insulin Apidra in Recently Diagnosed Type 1 Diabetes Children and Adolescents",NA,TERMINATED,44
NCT00776477,"The Clopidogrel and Aspirin After Surgery for Coronary Artery Disease",PHASE3,UNKNOWN,300
NCT06394375,"Opioid Free Anesthesia in Abdominal Laparoscopic Surgery",PHASE2 PHASE3,COMPLETED,74
NCT02070575,"Evaluation of Molecular Forms of PSA and Human Kallikrein 2 in a Cohort of Patients With Locally Resected Prostate Cancer But Biochemical Recurrence",N/A,COMPLETED,200
NCT00322075,"LANCGMS - Lantus Continuous Glucose Monitoring Subcutaneous",PHASE4,COMPLETED,35
NCT01783275,"The Effect of Exercise on Hepatic Glucose Metabolism",NA,COMPLETED,20
NCT06099275,"Evaluation of Hemodynamics in People With Untreated Preeclampsia Using Echocardiography",N/A,SUSPENDED,80
NCT00086775,"Fludarabine Combined With Either Alemtuzumab or Rituximab in Treating Patients With Refractory or Relapsed B-Cell Chronic Lymphocytic Leukemia",PHASE2,COMPLETED,N/A
NCT03936075,"Guided Imagery & Music in Cancer",NA,UNKNOWN,20
NCT05481775,"Evaluating Efficacy and Safety of Anlotinib Combined With Concurrent Chemoradiotherapy Followed by Consolidation Immunotherapy for Locally Advanced Non-small Cell Lung Cancer",PHASE2,WITHDRAWN,N/A
NCT02152475,"Photodynamic Therapy (PDT) for Oral Disinfection",PHASE1,COMPLETED,30
NCT03019575,"Efficacy and Safety of Corifollitropin Alfa (MK-8962) in Combination With Human Chorionic Gonadotropin (hCG) in Adolescent Males With Hypogonadotropic Hypogonadism (HH) (MK-8962-043)",PHASE3,COMPLETED,17
NCT02974075,"Salvage Lymph Node Dissection in Prostate Cancer Patients With Recurrence After Radical Prostatectomy",NA,COMPLETED,65
NCT02369757,"Patients Navigator for Organized Colorectal Cancer Screening",NA,COMPLETED,40774
NCT02211157,"Safety  Pharmacokinetics and Pharmacodynamics of BIRB 796 BS Tablets Administered to Healthy Human Subjects",PHASE1,COMPLETED,24
NCT03793257,"The EXCEL Registry of Patients Requiring ECMO",N/A,RECRUITING,3000
NCT02508857,"Magnesium Sulfate Improves Postoperative Analgesia in Laparoscopic Gynecologic Surgeries",PHASE4,COMPLETED,60
NCT06469957,"Impact of Hospital Pharmacist on Drug Management in Patients With Bronchopulmonary Cancer",N/A,ACTIVE_NOT_RECRUITING,60
NCT00794157,"Confirmatory Study of Indacaterol in Patients With Chronic Obstructive Pulmonary Disease (COPD)",PHASE3,COMPLETED,347
NCT03794557,"The Effect of Inhaled PUL-042 on Rhinovirus-induced Symptoms in Smokers With GOLD Stage 0 COPD",PHASE2,COMPLETED,20
NCT03738657,"Gustatory Function Following Radiotherapy to the Head and Neck",N/A,UNKNOWN,110
NCT03470857,"Oxidoreductive Balance and Lysosomal Activity in Cancer Patients.",N/A,COMPLETED,83
NCT05071157,"Study of the Effects of Adolescent Weight Disorders (Obesity  Anorexia Nervosa) on Heart Function",N/A,COMPLETED,87
NCT03602157,"Study of CAR-T Cells Expressing CD30 and CCR4 for r/r CD30+ HL and CTCL",PHASE1,ACTIVE_NOT_RECRUITING,43
NCT02450201,"MRI With C13 Pilot Study Prostate Cancer",EARLY_PHASE1,TERMINATED,5
NCT04241601,"Low-dose Interleukin-2 for the Reduction of Vascular Inflammation in Acute Coronary Syndromes - IVORY",PHASE2,COMPLETED,60
NCT00258401,"Low-Residue Diet in Treating Diarrhea in Patients Receiving Pelvic Radiation Therapy.",NA,COMPLETED,11
NCT00968201,"Chronic Asthma Study in 2- to 5-Year-Old Patients (MK0476-072 )",PHASE3,COMPLETED,689
NCT07287501,"Efficacy of Pain Science Education Combined With Exercise in Older Adults With Chronic Pain",NA,RECRUITING,100
NCT03966612,"Study and Monitoring of Multiple Endocrine Neoplasia Type 1",N/A,RECRUITING,1600
NCT07273812,"Evaluating an AI-Based Mobile Application for Chemotherapy Support in Breast Cancer Patients",NA,NOT_YET_RECRUITING,130
NCT05397912,"Uterine Elastography: a Potential Predictor of Embryo Transfer Success",N/A,COMPLETED,162
NCT02315612,"Anti-CD22 Chimeric Receptor T Cells in Pediatric and Young Adults With Recurrent or Refractory CD22-expressing B Cell Malignancies",PHASE1,COMPLETED,134
NCT05191212,"Real-time Lymphatic Channel Visualization Improves Bilateral Sentinel Lymph Node Detection in Endometrial Cancer",NA,COMPLETED,80
NCT04989712,"MOReS Freestyle Libre Validation Study",NA,UNKNOWN,10
NCT05525481,"Tamoxifen Prediction Study in Patients With ER+ Breast Cancer",PHASE4,UNKNOWN,100
NCT02421081,"Effect of Cell Surface Markers and Lymphoid Cell Distribution on the Arterial Tissue Repair (ECLAR)",NA,UNKNOWN,30
NCT01000519,"Effects of Different Mode of Exercise Training on Type 2 Diabetes",NA,COMPLETED,60
NCT01874119,"Fosaprepitant for N/V With High-dose Interleukin-2 for Metastatic Melanoma and Renal Cell Carcinoma",PHASE2,TERMINATED,13
NCT02873819,"Safety and Efficacy Study of GL-0817 (With Cyclophosphamide) for the Prevention of Recurrence of Squamous Cell Carcinoma of the Oral Cavity",PHASE2,COMPLETED,80
NCT02815319,"Schedules of Dexamethasone in Patients Incorrectly Taking Dexamethasone Premedication (REaCT-dexamethasone)",PHASE4,COMPLETED,60
NCT07460219,"Veterans Affairs Pharmacist Heart Failure Medication Titration Project 2",NA,ENROLLING_BY_INVITATION,400
NCT03929419,""Effect of Central Insulin Administration on Whole-body Insulin Sensitivity in Women"",NA,COMPLETED,29
NCT02950519,"Endotracheal Tube Cuff Pressures in Ventilated Patients",NA,COMPLETED,305
NCT00262119,"MINERVA: MINimizE Right Ventricular Pacing to Prevent Atrial Fibrillation and Heart Failure",PHASE4,COMPLETED,1300
NCT05341219,"Light Needle for Opioid Use Disorder",NA,UNKNOWN,100
